    0.100449661731719964E+01    0.446730852127075228E-03    0.115082263946533203E-03    0.906873762607574539E-02   -0.342296312397954898E+04   -0.458495012485048381E+01    1
    0.100457112669944770E+01    0.295407176017761211E-03    0.276175320148468011E-02    0.822127461433410679E-02   -0.341363789005193667E+04   -0.459515420648313277E+01    1
    0.100392530024051663E+01    0.431416034698486330E-03    0.376502752304077150E-02    0.563464403152465817E-02   -0.331411468545039861E+04   -0.460535828811578352E+01    1
    0.100753164708614351E+01    0.475150346755981434E-03    0.532060205936431881E-02    0.130490660667419438E-02   -0.327498200604195245E+04   -0.461556236974843515E+01    1
    0.100922475814819346E+01    0.524542927742004442E-03    0.624466180801391650E-02    0.359869599342346183E-02   -0.323565150093786451E+04   -0.462576645138109210E+01    1
    0.100084234833717356E+01    0.559371709823608442E-03    0.467501044273376486E-02    0.699489891529083297E-02   -0.322221791033844602E+04   -0.463597053301374640E+01    1
    0.100568823039531718E+01    0.679766535758972177E-03    0.525965332984924296E-02    0.909797906875610407E-02   -0.313245220892868565E+04   -0.464617461464639536E+01    1
    0.100051135361194610E+01    0.849370360374450666E-03    0.734583139419555677E-03    0.220503330230712889E-02   -0.310637438679400475E+04   -0.465637869627904610E+01    1
    0.100090578258037577E+01    0.813427567481994694E-03    0.417206346988677982E-02    0.999909639358520470E-04   -0.305237269895372856E+04   -0.466658277791170217E+01    1
    0.100153698980808259E+01    0.840520262718200692E-03    0.468999147415161133E-02    0.290018081665039057E-02   -0.302953913448632875E+04   -0.467678685954435558E+01    1
    0.100055739879608163E+01    0.117345809936523441E-02    0.325688421726226833E-02    0.738240182399749808E-02   -0.282743211816007852E+04   -0.468699094117700810E+01    1
    0.100381008744239808E+01    0.130274534225463859E-02    0.122523486614227288E-02    0.676911771297454817E-02   -0.280637090625348401E+04   -0.469719502280966594E+01    1
    0.100126490175724037E+01    0.120565831661224366E-02    0.421664178371429412E-02    0.233390331268310556E-02   -0.279348112214917910E+04   -0.470739910444231757E+01    1
    0.100369037628173818E+01    0.140018880367279055E-02    0.336820363998413096E-02    0.887024581432342522E-02   -0.267839093259517767E+04   -0.471760318607496831E+01    1
    0.100102989971637735E+01    0.145562589168548597E-02    0.456328868865966790E-02    0.395427167415618886E-02   -0.263038779581162589E+04   -0.472780726770762438E+01    1
    0.100952991247177115E+01    0.140669047832489027E-02    0.779574334621429502E-02    0.218013346195220946E-02   -0.262318265944776749E+04   -0.473801134934028045E+01    1
    0.100452439069747923E+01    0.144540011882781988E-02    0.725732803344726618E-02    0.155282676219940189E-02   -0.260859003381910316E+04   -0.474821543097293119E+01    1
    0.100075470685958856E+01    0.166483223438262939E-02    0.231100618839263916E-02    0.595022737979888916E-02   -0.254758413944036965E+04   -0.475841951260558371E+01    1
    0.100991007804870603E+01    0.195991635322570815E-02    0.454046130180358893E-03    0.249236881732940686E-02   -0.250723915246887964E+04   -0.476862359423823801E+01    1
    0.100008723080158224E+01    0.163189351558685309E-02    0.728944838047027640E-02    0.291695117950439451E-02   -0.249623805793389602E+04   -0.477882767587089141E+01    1
    0.100249933958053594E+01    0.187913060188293467E-02    0.606513261795043994E-02    0.780865371227264411E-02   -0.234897943832985402E+04   -0.478903175750353949E+01    1
    0.100338502526283269E+01    0.200367808341979977E-02    0.761213123798370420E-02    0.369906246662139900E-02   -0.225845315454510092E+04   -0.479923583913618845E+01    1
    0.100793151915073387E+01    0.238389611244201657E-02    0.117318630218505855E-02    0.459037005901336698E-02   -0.220252104673497251E+04   -0.480943992076884630E+01    1
    0.100896540403366086E+01    0.210995674133300807E-02    0.928768932819366497E-02    0.692036747932434082E-02   -0.217136250062894214E+04   -0.481964400240149971E+01    1
    0.100343396008014674E+01    0.229613006114959706E-02    0.325176000595092793E-02    0.334025561809539809E-02   -0.214956782004873367E+04   -0.482984808403414778E+01    1
    0.100925471782684317E+01    0.326803028583526637E-02    0.149300694465637202E-03    0.755386650562286412E-02   -0.212385599788990612E+04   -0.484005216566680119E+01    1
    0.100719564974308007E+01    0.242764592170715329E-02    0.792153596878051799E-02    0.496870815753936747E-02   -0.199737737607486042E+04   -0.485025624729945992E+01    1
    0.100234269559383393E+01    0.244949579238891609E-02    0.983824551105499240E-02    0.173126280307769778E-02   -0.198188990643944771E+04   -0.486046032893211333E+01    1
    0.100057429552078236E+01    0.262300789356231714E-02    0.385487675666809073E-02    0.354588329792022722E-02   -0.195930389065806685E+04   -0.487066441056476318E+01    1
    0.100538644731044768E+01    0.263297975063323973E-02    0.608630597591400171E-02    0.454102933406829844E-02   -0.190431335743006139E+04   -0.488086849219741747E+01    1
    0.100414151608943936E+01    0.309915482997894301E-02    0.139839351177215585E-02    0.657588303089141901E-02   -0.182356314704930924E+04   -0.489107257383006822E+01    1
    0.100699724555015568E+01    0.278774499893188468E-02    0.808942914009094273E-02    0.609939515590667697E-02   -0.179347636215972898E+04   -0.490127665546271984E+01    1
    0.100251093029975902E+01    0.343862175941467285E-02    0.102712869644165043E-02    0.923697948455810651E-02   -0.171171776826644123E+04   -0.491148073709537503E+01    1
