    0.100830512731677513E+01    0.990353591638639882E-02    0.466045792272907003E-02    0.586865127606879598E-03    0.189116635435829835E+03
    0.100731142790029238E+01    0.994462207616989523E-02    0.469145857319480317E-02    0.141329357093892194E-02    0.189953439188309659E+03
    0.100237592261772646E+01    0.977032133415678058E-02    0.774602464956746471E-02    0.412176375970477009E-02    0.190343338722625219E+03
    0.100764496987386187E+01    0.959035058109883841E-02    0.975284920393361572E-02    0.853604239098930753E-02    0.190473474083915647E+03
    0.100334317038686160E+01    0.981050642359657631E-02    0.701956650434016217E-02    0.800912249146852758E-03    0.190501856452902047E+03
    0.100173031006487068E+01    0.990541830993716364E-02    0.623007421412871774E-02    0.489948685398961664E-02    0.190800447089155767E+03
    0.100257314772875672E+01    0.972453706443151752E-02    0.895698752423481834E-02    0.639478301814970940E-02    0.190950151440900839E+03
    0.100628542679141564E+01    0.989354407130454624E-02    0.568599162867110697E-02    0.679268038268990206E-02    0.191087009067866262E+03
    0.100929244596469192E+01    0.971058489980689693E-02    0.751655252816170200E-02    0.520227059433267438E-02    0.191165089974160253E+03
    0.100810512915714479E+01    0.997165634361232671E-02    0.475136624093559432E-02    0.683191642946134967E-02    0.191212146052091299E+03
    0.100847826373993388E+01    0.964170130445932312E-02    0.912537930777772115E-02    0.564926069683768361E-02    0.191321503019344163E+03
    0.100580540560262399E+01    0.981328678046030668E-02    0.694158146437321572E-02    0.866945576421753600E-02    0.191457622241976736E+03
    0.100337278408542008E+01    0.976423817784686371E-02    0.840350035079551021E-02    0.564951563271913915E-02    0.191495548658017185E+03
    0.100412312568369133E+01    0.968106361003523951E-02    0.992880360705717356E-02    0.649095245737311023E-02    0.191525946090514168E+03
    0.100419138948423048E+01    0.982405565084308423E-02    0.728270404913505375E-02    0.179023625548341389E-02    0.191575302394654216E+03
    0.100309604189005008E+01    0.999247679073346495E-02    0.540647436133045133E-02    0.730974647988499350E-02    0.191583218702652175E+03
    0.100379734608035154E+01    0.972640444467234508E-02    0.907337330108597476E-02    0.810204768583661257E-02    0.191583841682592919E+03
    0.100308340836193866E+01    0.991459752037543961E-02    0.626920441863919146E-02    0.927151977807622214E-02    0.191635345665262349E+03
    0.100872386222778743E+01    0.966978016355420772E-02    0.876563269315359418E-02    0.489511513278312067E-02    0.191637425545339966E+03
    0.100227524518813782E+01    0.972522158510033367E-02    0.972584527134094483E-02    0.446795114727696618E-02    0.191659417672502855E+03
    0.100252073168754574E+01    0.991385817527771010E-02    0.657503426074981714E-02    0.659300267696380591E-02    0.191915957482857351E+03
    0.100816610619762992E+01    0.966532327445146153E-02    0.931066706457726358E-02    0.530701219815270502E-02    0.191930587412025318E+03
    0.100487404783995493E+01    0.978053748904368983E-02    0.806519978797232140E-02    0.416245334353062928E-02    0.191931228918317004E+03
    0.100879922816596856E+01    0.980555753362848115E-02    0.678495842536996213E-02    0.363899112900416787E-02    0.191984168067820292E+03
    0.100351253269849261E+01    0.979764665116787670E-02    0.816000069147658144E-02    0.984168279735206028E-02    0.192019844354075019E+03
    0.100272605863582820E+01    0.995107329816294003E-02    0.612652283179243844E-02    0.897957882276389889E-02    0.192029341363687934E+03
    0.100753735702575153E+01    0.986489040500786174E-02    0.637313634275497171E-02    0.282997860222954263E-02    0.192141165901762349E+03
    0.100988939534497746E+01    0.963792091888323807E-02    0.955124261652620828E-02    0.625728554480275631E-02    0.192144163145045695E+03
    0.100894571067296557E+01    0.990965387058628105E-02    0.559852565028579746E-02    0.627177869598852505E-02    0.192145189046967232E+03
    0.100868259192499465E+01    0.969338791362723586E-02    0.882620101721940352E-02    0.737297861128712647E-02    0.192213449941333494E+03
    0.100905668904289292E+01    0.969018839447557262E-02    0.876927287531802796E-02    0.822665768727681192E-02    0.192215246452390687E+03
    0.100849051476578033E+01    0.980442386376918773E-02    0.704682740713889234E-02    0.339547182004522720E-02    0.192241609516184013E+03
    0.100669939235954331E+01    0.982655548219994214E-02    0.713252602710119383E-02    0.485663985795482724E-02    0.192264956501189886E+03
    0.100039811190120176E+01    0.989701150887450573E-02    0.756207325284634618E-02    0.963921326733196970E-02    0.192321535192427348E+03
    0.100492199675334004E+01    0.987639637931102092E-02    0.684640564551246278E-02    0.876242361023477946E-02    0.192349052673901042E+03
    0.100262901239388569E+01    0.985715313703814863E-02    0.770450825195877209E-02    0.705405540060286603E-02    0.192370989169285849E+03
    0.100246391903692578E+01    0.980560184859288579E-02    0.871521373167725641E-02    0.426592328128815642E-02    0.192390432227158328E+03
    0.100244756990754502E+01    0.989289478377851535E-02    0.721184579996960503E-02    0.886613628128530597E-02    0.192414519193604207E+03
    0.100484622427866577E+01    0.989177592042580697E-02    0.679318622481678118E-02    0.192510291736238965E-03    0.192451208623889954E+03
    0.100407484844343853E+01    0.985325705547700215E-02    0.747671441515284328E-02    0.707408708523664127E-02    0.192455797552480561E+03
    0.100545356343664594E+01    0.988659135133378685E-02    0.672281846845940428E-02    0.266837175056071308E-02    0.192460551425356272E+03
    0.100643008356795649E+01    0.991104969085798010E-02    0.622863882215390994E-02    0.530694905667291033E-02    0.192502061775123906E+03
    0.100521671143701474E+01    0.990945821506082104E-02    0.650602437838277477E-02    0.977655169910912267E-02    0.192587063916216579E+03
    0.100957503717927910E+01    0.993783874312134316E-02    0.549726939433425876E-02    0.672609330029556168E-02    0.192681405464127664E+03
    0.100941863418933209E+01    0.972304490249214712E-02    0.857277185507076232E-02    0.543498364182980719E-02    0.192729974024421779E+03
    0.100733778680934449E+01    0.990026020457835006E-02    0.633656771171790117E-02    0.844093676650906934E-02    0.192759075935317696E+03
    0.100364026538052831E+01    0.990895739859288735E-02    0.702996534178294830E-02    0.348944977830836127E-02    0.192766425231607940E+03
