# freq (s^-1)	PSD (strain^2 s)
7.327500e+02	3.352691e-23
7.330000e+02	3.353830e-23
7.332500e+02	3.354969e-23
7.335000e+02	3.356108e-23
7.337500e+02	3.357246e-23
7.340000e+02	3.358385e-23
7.342500e+02	3.359524e-23
7.345000e+02	3.360663e-23
7.347500e+02	3.361802e-23
7.350000e+02	3.362941e-23
7.352500e+02	3.364080e-23
7.355000e+02	3.365218e-23
7.357500e+02	3.366357e-23
7.360000e+02	3.367496e-23
7.362500e+02	3.368635e-23
7.365000e+02	3.369774e-23
7.367500e+02	3.370913e-23
7.370000e+02	3.372052e-23
7.372500e+02	3.373191e-23
7.375000e+02	3.374330e-23
7.377500e+02	3.375468e-23
7.380000e+02	3.376607e-23
7.382500e+02	3.377746e-23
7.385000e+02	3.378885e-23
7.387500e+02	3.380024e-23
7.390000e+02	3.381163e-23
7.392500e+02	3.382302e-23
7.395000e+02	3.383441e-23
7.397500e+02	3.384580e-23
7.400000e+02	3.385719e-23
7.402500e+02	3.386858e-23
7.405000e+02	3.387996e-23
7.407500e+02	3.389135e-23
7.410000e+02	3.390274e-23
7.412500e+02	3.391413e-23
7.415000e+02	3.392552e-23
7.417500e+02	3.393691e-23
7.420000e+02	3.394830e-23
7.422500e+02	3.395969e-23
7.425000e+02	3.397108e-23
7.427500e+02	3.398247e-23
7.430000e+02	3.399386e-23
7.432500e+02	3.400525e-23
7.435000e+02	3.401664e-23
7.437500e+02	3.402803e-23
7.440000e+02	3.403942e-23
7.442500e+02	3.405081e-23
7.445000e+02	3.406219e-23
7.447500e+02	3.407358e-23
7.450000e+02	3.408497e-23
7.452500e+02	3.409636e-23
7.455000e+02	3.410775e-23
7.457500e+02	3.411914e-23
7.460000e+02	3.413053e-23
7.462500e+02	3.414192e-23
7.465000e+02	3.415331e-23
7.467500e+02	3.416470e-23
7.470000e+02	3.417609e-23
7.472500e+02	3.418748e-23
7.475000e+02	3.419887e-23
7.477500e+02	3.421026e-23
7.480000e+02	3.422165e-23
7.482500e+02	3.423304e-23
7.485000e+02	3.424443e-23
7.487500e+02	3.425582e-23
7.490000e+02	3.426721e-23
7.492500e+02	3.427860e-23
7.495000e+02	3.428999e-23
7.497500e+02	3.430138e-23
7.500000e+02	3.431277e-23
7.502500e+02	3.432416e-23
7.505000e+02	3.433555e-23
7.507500e+02	3.434694e-23
7.510000e+02	3.435833e-23
7.512500e+02	3.436972e-23
7.515000e+02	3.438111e-23
7.517500e+02	3.439250e-23
7.520000e+02	3.440389e-23
7.522500e+02	3.441528e-23
7.525000e+02	3.442667e-23
7.527500e+02	3.443806e-23
7.530000e+02	3.444945e-23
7.532500e+02	3.446084e-23
7.535000e+02	3.447223e-23
7.537500e+02	3.448362e-23
7.540000e+02	3.449501e-23
7.542500e+02	3.450640e-23
7.545000e+02	3.451779e-23
7.547500e+02	3.452918e-23
7.550000e+02	3.454057e-23
7.552500e+02	3.455196e-23
7.555000e+02	3.456335e-23
7.557500e+02	3.457474e-23
7.560000e+02	3.458613e-23
7.562500e+02	3.459752e-23
7.565000e+02	3.460891e-23
7.567500e+02	3.462030e-23
7.570000e+02	3.463170e-23
7.572500e+02	3.464309e-23
7.575000e+02	3.465448e-23
7.577500e+02	3.466587e-23
7.580000e+02	3.467726e-23
7.582500e+02	3.468865e-23
7.585000e+02	3.470004e-23
7.587500e+02	3.471143e-23
7.590000e+02	3.472282e-23
7.592500e+02	3.473421e-23
7.595000e+02	3.474560e-23
7.597500e+02	3.475699e-23
7.600000e+02	3.476838e-23
7.602500e+02	3.477977e-23
7.605000e+02	3.479116e-23
7.607500e+02	3.480255e-23
7.610000e+02	3.481395e-23
7.612500e+02	3.482534e-23
7.615000e+02	3.483673e-23
7.617500e+02	3.484812e-23
7.620000e+02	3.485951e-23
7.622500e+02	3.487090e-23
7.625000e+02	3.488229e-23
7.627500e+02	3.489368e-23
7.630000e+02	3.490507e-23
7.632500e+02	3.491646e-23
7.635000e+02	3.492785e-23
7.637500e+02	3.493925e-23
7.640000e+02	3.495064e-23
7.642500e+02	3.496203e-23
7.645000e+02	3.497342e-23
7.647500e+02	3.498481e-23
7.650000e+02	3.499620e-23
7.652500e+02	3.500759e-23
7.655000e+02	3.501898e-23
7.657500e+02	3.503037e-23
7.660000e+02	3.504177e-23
7.662500e+02	3.505316e-23
7.665000e+02	3.506455e-23
7.667500e+02	3.507594e-23
7.670000e+02	3.508733e-23
7.672500e+02	3.509872e-23
7.675000e+02	3.511011e-23
7.677500e+02	3.512150e-23
7.680000e+02	3.513290e-23
7.682500e+02	3.514429e-23
7.685000e+02	3.515568e-23
7.687500e+02	3.516707e-23
7.690000e+02	3.517846e-23
7.692500e+02	3.518985e-23
7.695000e+02	3.520124e-23
7.697500e+02	3.521263e-23
7.700000e+02	3.522403e-23
7.702500e+02	3.523542e-23
7.705000e+02	3.524681e-23
7.707500e+02	3.525820e-23
7.710000e+02	3.526959e-23
7.712500e+02	3.528098e-23
7.715000e+02	3.529238e-23
7.717500e+02	3.530377e-23
7.720000e+02	3.531516e-23
7.722500e+02	3.532655e-23
7.725000e+02	3.533794e-23
7.727500e+02	3.534933e-23
7.730000e+02	3.536073e-23
7.732500e+02	3.537212e-23
7.735000e+02	3.538351e-23
7.737500e+02	3.539490e-23
7.740000e+02	3.540629e-23
7.742500e+02	3.541768e-23
7.745000e+02	3.542908e-23
7.747500e+02	3.544047e-23
7.750000e+02	3.545186e-23
7.752500e+02	3.546325e-23
7.755000e+02	3.547464e-23
7.757500e+02	3.548603e-23
7.760000e+02	3.549743e-23
7.762500e+02	3.550882e-23
7.765000e+02	3.552021e-23
7.767500e+02	3.553160e-23
7.770000e+02	3.554299e-23
7.772500e+02	3.555439e-23
7.775000e+02	3.556578e-23
7.777500e+02	3.557717e-23
7.780000e+02	3.558856e-23
7.782500e+02	3.559995e-23
7.785000e+02	3.561135e-23
7.787500e+02	3.562274e-23
7.790000e+02	3.563413e-23
7.792500e+02	3.564552e-23
7.795000e+02	3.565691e-23
7.797500e+02	3.566831e-23
7.800000e+02	3.567970e-23
7.802500e+02	3.569109e-23
7.805000e+02	3.570248e-23
7.807500e+02	3.571388e-23
7.810000e+02	3.572527e-23
7.812500e+02	3.573666e-23
7.815000e+02	3.574805e-23
7.817500e+02	3.575944e-23
7.820000e+02	3.577084e-23
7.822500e+02	3.578223e-23
7.825000e+02	3.579362e-23
7.827500e+02	3.580501e-23
7.830000e+02	3.581641e-23
7.832500e+02	3.582780e-23
7.835000e+02	3.583919e-23
7.837500e+02	3.585058e-23
7.840000e+02	3.586198e-23
7.842500e+02	3.587337e-23
7.845000e+02	3.588476e-23
7.847500e+02	3.589615e-23
7.850000e+02	3.590755e-23
7.852500e+02	3.591894e-23
7.855000e+02	3.593033e-23
7.857500e+02	3.594172e-23
7.860000e+02	3.595312e-23
7.862500e+02	3.596451e-23
7.865000e+02	3.597590e-23
7.867500e+02	3.598729e-23
7.870000e+02	3.599869e-23
7.872500e+02	3.601008e-23
7.875000e+02	3.602147e-23
7.877500e+02	3.603286e-23
7.880000e+02	3.604426e-23
7.882500e+02	3.605565e-23
7.885000e+02	3.606704e-23
7.887500e+02	3.607843e-23
7.890000e+02	3.608983e-23
7.892500e+02	3.610122e-23
7.895000e+02	3.611261e-23
7.897500e+02	3.612401e-23
7.900000e+02	3.613540e-23
7.902500e+02	3.614679e-23
7.905000e+02	3.615818e-23
7.907500e+02	3.616958e-23
7.910000e+02	3.618097e-23
7.912500e+02	3.619236e-23
7.915000e+02	3.620376e-23
7.917500e+02	3.621515e-23
7.920000e+02	3.622654e-23
7.922500e+02	3.623793e-23
7.925000e+02	3.624933e-23
7.927500e+02	3.626072e-23
7.930000e+02	3.627211e-23
7.932500e+02	3.628351e-23
7.935000e+02	3.629490e-23
7.937500e+02	3.630629e-23
7.940000e+02	3.631769e-23
7.942500e+02	3.632908e-23
7.945000e+02	3.634047e-23
7.947500e+02	3.635187e-23
7.950000e+02	3.636326e-23
7.952500e+02	3.637465e-23
7.955000e+02	3.638604e-23
7.957500e+02	3.639744e-23
7.960000e+02	3.640883e-23
7.962500e+02	3.642022e-23
7.965000e+02	3.643162e-23
7.967500e+02	3.644301e-23
7.970000e+02	3.645440e-23
7.972500e+02	3.646580e-23
7.975000e+02	3.647719e-23
7.977500e+02	3.648858e-23
7.980000e+02	3.649998e-23
7.982500e+02	3.651137e-23
7.985000e+02	3.652276e-23
7.987500e+02	3.653416e-23
7.990000e+02	3.654555e-23
7.992500e+02	3.655694e-23
7.995000e+02	3.656834e-23
7.997500e+02	3.657973e-23
8.000000e+02	3.659112e-23
8.002500e+02	3.660252e-23
8.005000e+02	3.661391e-23
8.007500e+02	3.662530e-23
8.010000e+02	3.663670e-23
8.012500e+02	3.664809e-23
8.015000e+02	3.665949e-23
8.017500e+02	3.667088e-23
8.020000e+02	3.668227e-23
8.022500e+02	3.669367e-23
8.025000e+02	3.670506e-23
8.027500e+02	3.671645e-23
8.030000e+02	3.672785e-23
8.032500e+02	3.673924e-23
8.035000e+02	3.675063e-23
8.037500e+02	3.676203e-23
8.040000e+02	3.677342e-23
8.042500e+02	3.678482e-23
8.045000e+02	3.679621e-23
8.047500e+02	3.680760e-23
8.050000e+02	3.681900e-23
8.052500e+02	3.683039e-23
8.055000e+02	3.684178e-23
8.057500e+02	3.685318e-23
8.060000e+02	3.686457e-23
8.062500e+02	3.687597e-23
8.065000e+02	3.688736e-23
8.067500e+02	3.689875e-23
8.070000e+02	3.691015e-23
8.072500e+02	3.692154e-23
8.075000e+02	3.693294e-23
8.077500e+02	3.694433e-23
8.080000e+02	3.695572e-23
8.082500e+02	3.696712e-23
8.085000e+02	3.697851e-23
8.087500e+02	3.698991e-23
8.090000e+02	3.700130e-23
8.092500e+02	3.701269e-23
8.095000e+02	3.702409e-23
8.097500e+02	3.703548e-23
8.100000e+02	3.704688e-23
8.102500e+02	3.705827e-23
8.105000e+02	3.706966e-23
8.107500e+02	3.708106e-23
8.110000e+02	3.709245e-23
8.112500e+02	3.710385e-23
8.115000e+02	3.711524e-23
8.117500e+02	3.712663e-23
8.120000e+02	3.713803e-23
8.122500e+02	3.714942e-23
8.125000e+02	3.716082e-23
8.127500e+02	3.717221e-23
8.130000e+02	3.718361e-23
8.132500e+02	3.719500e-23
8.135000e+02	3.720639e-23
8.137500e+02	3.721779e-23
8.140000e+02	3.722918e-23
8.142500e+02	3.724058e-23
8.145000e+02	3.725197e-23
8.147500e+02	3.726337e-23
8.150000e+02	3.727476e-23
8.152500e+02	3.728615e-23
8.155000e+02	3.729755e-23
8.157500e+02	3.730894e-23
8.160000e+02	3.732034e-23
8.162500e+02	3.733173e-23
8.165000e+02	3.734313e-23
8.167500e+02	3.735452e-23
8.170000e+02	3.736592e-23
8.172500e+02	3.737731e-23
8.175000e+02	3.738871e-23
8.177500e+02	3.740010e-23
8.180000e+02	3.741149e-23
8.182500e+02	3.742289e-23
8.185000e+02	3.743428e-23
8.187500e+02	3.744568e-23
8.190000e+02	3.745707e-23
8.192500e+02	3.746847e-23
8.195000e+02	3.747986e-23
8.197500e+02	3.749126e-23
8.200000e+02	3.750265e-23
8.202500e+02	3.751405e-23
8.205000e+02	3.752544e-23
8.207500e+02	3.753684e-23
8.210000e+02	3.754823e-23
8.212500e+02	3.755962e-23
8.215000e+02	3.757102e-23
8.217500e+02	3.758241e-23
8.220000e+02	3.759381e-23
8.222500e+02	3.760520e-23
8.225000e+02	3.761660e-23
8.227500e+02	3.762799e-23
8.230000e+02	3.763939e-23
8.232500e+02	3.765078e-23
8.235000e+02	3.766218e-23
8.237500e+02	3.767357e-23
8.240000e+02	3.768497e-23
8.242500e+02	3.769636e-23
8.245000e+02	3.770776e-23
8.247500e+02	3.771915e-23
8.250000e+02	3.773055e-23
8.252500e+02	3.774194e-23
8.255000e+02	3.775334e-23
8.257500e+02	3.776473e-23
8.260000e+02	3.777613e-23
8.262500e+02	3.778752e-23
8.265000e+02	3.779892e-23
8.267500e+02	3.781031e-23
8.270000e+02	3.782171e-23
8.272500e+02	3.783310e-23
8.275000e+02	3.784450e-23
8.277500e+02	3.785589e-23
8.280000e+02	3.786729e-23
8.282500e+02	3.787868e-23
8.285000e+02	3.789008e-23
8.287500e+02	3.790147e-23
8.290000e+02	3.791287e-23
8.292500e+02	3.792426e-23
8.295000e+02	3.793566e-23
8.297500e+02	3.794705e-23
8.300000e+02	3.795845e-23
8.302500e+02	3.796985e-23
8.305000e+02	3.798124e-23
8.307500e+02	3.799264e-23
8.310000e+02	3.800403e-23
8.312500e+02	3.801543e-23
8.315000e+02	3.802682e-23
8.317500e+02	3.803822e-23
8.320000e+02	3.804961e-23
8.322500e+02	3.806101e-23
8.325000e+02	3.807240e-23
8.327500e+02	3.808380e-23
8.330000e+02	3.809519e-23
8.332500e+02	3.810659e-23
8.335000e+02	3.811798e-23
8.337500e+02	3.812938e-23
8.340000e+02	3.814078e-23
8.342500e+02	3.815217e-23
8.345000e+02	3.816357e-23
8.347500e+02	3.817496e-23
8.350000e+02	3.818636e-23
8.352500e+02	3.819775e-23
8.355000e+02	3.820915e-23
8.357500e+02	3.822054e-23
8.360000e+02	3.823194e-23
8.362500e+02	3.824334e-23
8.365000e+02	3.825473e-23
8.367500e+02	3.826613e-23
8.370000e+02	3.827752e-23
8.372500e+02	3.828892e-23
8.375000e+02	3.830031e-23
8.377500e+02	3.831171e-23
8.380000e+02	3.832310e-23
8.382500e+02	3.833450e-23
8.385000e+02	3.834590e-23
8.387500e+02	3.835729e-23
8.390000e+02	3.836869e-23
8.392500e+02	3.838008e-23
8.395000e+02	3.839148e-23
8.397500e+02	3.840288e-23
8.400000e+02	3.841427e-23
8.402500e+02	3.842567e-23
8.405000e+02	3.843706e-23
8.407500e+02	3.844846e-23
8.410000e+02	3.845985e-23
8.412500e+02	3.847125e-23
8.415000e+02	3.848265e-23
8.417500e+02	3.849404e-23
8.420000e+02	3.850544e-23
8.422500e+02	3.851683e-23
8.425000e+02	3.852823e-23
8.427500e+02	3.853963e-23
8.430000e+02	3.855102e-23
8.432500e+02	3.856242e-23
8.435000e+02	3.857381e-23
8.437500e+02	3.858521e-23
8.440000e+02	3.859661e-23
8.442500e+02	3.860800e-23
8.445000e+02	3.861940e-23
8.447500e+02	3.863079e-23
8.450000e+02	3.864219e-23
8.452500e+02	3.865359e-23
8.455000e+02	3.866498e-23
8.457500e+02	3.867638e-23
8.460000e+02	3.868777e-23
8.462500e+02	3.869917e-23
8.465000e+02	3.871057e-23
8.467500e+02	3.872196e-23
8.470000e+02	3.873336e-23
8.472500e+02	3.874475e-23
8.475000e+02	3.875615e-23
8.477500e+02	3.876755e-23
8.480000e+02	3.877894e-23
8.482500e+02	3.879034e-23
8.485000e+02	3.880174e-23
8.487500e+02	3.881313e-23
8.490000e+02	3.882453e-23
8.492500e+02	3.883592e-23
8.495000e+02	3.884732e-23
8.497500e+02	3.885872e-23
8.500000e+02	3.887011e-23
8.502500e+02	3.888151e-23
8.505000e+02	3.889291e-23
8.507500e+02	3.890430e-23
8.510000e+02	3.891570e-23
8.512500e+02	3.892710e-23
8.515000e+02	3.893849e-23
8.517500e+02	3.894989e-23
8.520000e+02	3.896128e-23
8.522500e+02	3.897268e-23
8.525000e+02	3.898408e-23
8.527500e+02	3.899547e-23
8.530000e+02	3.900687e-23
8.532500e+02	3.901827e-23
8.535000e+02	3.902966e-23
8.537500e+02	3.904106e-23
8.540000e+02	3.905246e-23
8.542500e+02	3.906385e-23
8.545000e+02	3.907525e-23
8.547500e+02	3.908665e-23
8.550000e+02	3.909804e-23
8.552500e+02	3.910944e-23
8.555000e+02	3.912084e-23
8.557500e+02	3.913223e-23
8.560000e+02	3.914363e-23
8.562500e+02	3.915503e-23
8.565000e+02	3.916642e-23
8.567500e+02	3.917782e-23
8.570000e+02	3.918922e-23
8.572500e+02	3.920061e-23
8.575000e+02	3.921201e-23
8.577500e+02	3.922341e-23
8.580000e+02	3.923480e-23
8.582500e+02	3.924620e-23
8.585000e+02	3.925760e-23
8.587500e+02	3.926899e-23
8.590000e+02	3.928039e-23
8.592500e+02	3.929179e-23
8.595000e+02	3.930318e-23
8.597500e+02	3.931458e-23
8.600000e+02	3.932598e-23
8.602500e+02	3.933737e-23
8.605000e+02	3.934877e-23
8.607500e+02	3.936017e-23
8.610000e+02	3.937156e-23
8.612500e+02	3.938296e-23
8.615000e+02	3.939436e-23
8.617500e+02	3.940575e-23
8.620000e+02	3.941715e-23
8.622500e+02	3.942855e-23
8.625000e+02	3.943995e-23
8.627500e+02	3.945134e-23
8.630000e+02	3.946274e-23
8.632500e+02	3.947414e-23
8.635000e+02	3.948553e-23
8.637500e+02	3.949693e-23
8.640000e+02	3.950833e-23
8.642500e+02	3.951972e-23
8.645000e+02	3.953112e-23
8.647500e+02	3.954252e-23
8.650000e+02	3.955392e-23
8.652500e+02	3.956531e-23
8.655000e+02	3.957671e-23
8.657500e+02	3.958811e-23
8.660000e+02	3.959950e-23
8.662500e+02	3.961090e-23
8.665000e+02	3.962230e-23
8.667500e+02	3.963370e-23
8.670000e+02	3.964509e-23
8.672500e+02	3.965649e-23
8.675000e+02	3.966789e-23
8.677500e+02	3.967928e-23
8.680000e+02	3.969068e-23
8.682500e+02	3.970208e-23
8.685000e+02	3.971348e-23
8.687500e+02	3.972487e-23
8.690000e+02	3.973627e-23
8.692500e+02	3.974767e-23
8.695000e+02	3.975906e-23
8.697500e+02	3.977046e-23
8.700000e+02	3.978186e-23
8.702500e+02	3.979326e-23
8.705000e+02	3.980465e-23
8.707500e+02	3.981605e-23
8.710000e+02	3.982745e-23
8.712500e+02	3.983885e-23
8.715000e+02	3.985024e-23
8.717500e+02	3.986164e-23
8.720000e+02	3.987304e-23
8.722500e+02	3.988444e-23
8.725000e+02	3.989583e-23
8.727500e+02	3.990723e-23
8.730000e+02	3.991863e-23
8.732500e+02	3.993003e-23
8.735000e+02	3.994142e-23
8.737500e+02	3.995282e-23
8.740000e+02	3.996422e-23
8.742500e+02	3.997562e-23
8.745000e+02	3.998701e-23
8.747500e+02	3.999841e-23
8.750000e+02	4.000981e-23
8.752500e+02	4.002121e-23
8.755000e+02	4.003260e-23
8.757500e+02	4.004400e-23
8.760000e+02	4.005540e-23
8.762500e+02	4.006680e-23
8.765000e+02	4.007819e-23
8.767500e+02	4.008959e-23
8.770000e+02	4.010099e-23
8.772500e+02	4.011239e-23
8.775000e+02	4.012378e-23
8.777500e+02	4.013518e-23
8.780000e+02	4.014658e-23
8.782500e+02	4.015798e-23
8.785000e+02	4.016937e-23
8.787500e+02	4.018077e-23
8.790000e+02	4.019217e-23
8.792500e+02	4.020357e-23
8.795000e+02	4.021497e-23
8.797500e+02	4.022636e-23
8.800000e+02	4.023776e-23
8.802500e+02	4.024916e-23
8.805000e+02	4.026056e-23
8.807500e+02	4.027195e-23
8.810000e+02	4.028335e-23
8.812500e+02	4.029475e-23
8.815000e+02	4.030615e-23
8.817500e+02	4.031755e-23
8.820000e+02	4.032894e-23
8.822500e+02	4.034034e-23
8.825000e+02	4.035174e-23
8.827500e+02	4.036314e-23
8.830000e+02	4.037454e-23
8.832500e+02	4.038593e-23
8.835000e+02	4.039733e-23
8.837500e+02	4.040873e-23
8.840000e+02	4.042013e-23
8.842500e+02	4.043153e-23
8.845000e+02	4.044292e-23
8.847500e+02	4.045432e-23
8.850000e+02	4.046572e-23
8.852500e+02	4.047712e-23
8.855000e+02	4.048852e-23
8.857500e+02	4.049991e-23
8.860000e+02	4.051131e-23
8.862500e+02	4.052271e-23
8.865000e+02	4.053411e-23
8.867500e+02	4.054551e-23
8.870000e+02	4.055690e-23
8.872500e+02	4.056830e-23
8.875000e+02	4.057970e-23
8.877500e+02	4.059110e-23
8.880000e+02	4.060250e-23
8.882500e+02	4.061389e-23
8.885000e+02	4.062529e-23
8.887500e+02	4.063669e-23
8.890000e+02	4.064809e-23
8.892500e+02	4.065949e-23
8.895000e+02	4.067088e-23
8.897500e+02	4.068228e-23
8.900000e+02	4.069368e-23
8.902500e+02	4.070508e-23
8.905000e+02	4.071648e-23
8.907500e+02	4.072788e-23
8.910000e+02	4.073927e-23
8.912500e+02	4.075067e-23
8.915000e+02	4.076207e-23
8.917500e+02	4.077347e-23
8.920000e+02	4.078487e-23
8.922500e+02	4.079627e-23
8.925000e+02	4.080766e-23
8.927500e+02	4.081906e-23
8.930000e+02	4.083046e-23
8.932500e+02	4.084186e-23
8.935000e+02	4.085326e-23
8.937500e+02	4.086466e-23
8.940000e+02	4.087605e-23
8.942500e+02	4.088745e-23
8.945000e+02	4.089885e-23
8.947500e+02	4.091025e-23
8.950000e+02	4.092165e-23
8.952500e+02	4.093305e-23
8.955000e+02	4.094445e-23
8.957500e+02	4.095584e-23
8.960000e+02	4.096724e-23
8.962500e+02	4.097864e-23
8.965000e+02	4.099004e-23
8.967500e+02	4.100144e-23
8.970000e+02	4.101284e-23
8.972500e+02	4.102423e-23
8.975000e+02	4.103563e-23
8.977500e+02	4.104703e-23
8.980000e+02	4.105843e-23
8.982500e+02	4.106983e-23
8.985000e+02	4.108123e-23
8.987500e+02	4.109263e-23
8.990000e+02	4.110402e-23
8.992500e+02	4.111542e-23
8.995000e+02	4.112682e-23
8.997500e+02	4.113822e-23
9.000000e+02	4.114962e-23
9.002500e+02	4.116102e-23
9.005000e+02	4.117242e-23
9.007500e+02	4.118382e-23
9.010000e+02	4.119521e-23
9.012500e+02	4.120661e-23
9.015000e+02	4.121801e-23
9.017500e+02	4.122941e-23
9.020000e+02	4.124081e-23
9.022500e+02	4.125221e-23
9.025000e+02	4.126361e-23
9.027500e+02	4.127501e-23
9.030000e+02	4.128640e-23
9.032500e+02	4.129780e-23
9.035000e+02	4.130920e-23
9.037500e+02	4.132060e-23
9.040000e+02	4.133200e-23
9.042500e+02	4.134340e-23
9.045000e+02	4.135480e-23
9.047500e+02	4.136620e-23
9.050000e+02	4.137759e-23
9.052500e+02	4.138899e-23
9.055000e+02	4.140039e-23
9.057500e+02	4.141179e-23
9.060000e+02	4.142319e-23
9.062500e+02	4.143459e-23
9.065000e+02	4.144599e-23
9.067500e+02	4.145739e-23
9.070000e+02	4.146879e-23
9.072500e+02	4.148019e-23
9.075000e+02	4.149158e-23
9.077500e+02	4.150298e-23
9.080000e+02	4.151438e-23
9.082500e+02	4.152578e-23
9.085000e+02	4.153718e-23
9.087500e+02	4.154858e-23
9.090000e+02	4.155998e-23
9.092500e+02	4.157138e-23
9.095000e+02	4.158278e-23
9.097500e+02	4.159418e-23
9.100000e+02	4.160557e-23
9.102500e+02	4.161697e-23
9.105000e+02	4.162837e-23
9.107500e+02	4.163977e-23
9.110000e+02	4.165117e-23
9.112500e+02	4.166257e-23
9.115000e+02	4.167397e-23
9.117500e+02	4.168537e-23
9.120000e+02	4.169677e-23
9.122500e+02	4.170817e-23
9.125000e+02	4.171957e-23
9.127500e+02	4.173097e-23
9.130000e+02	4.174236e-23
9.132500e+02	4.175376e-23
9.135000e+02	4.176516e-23
9.137500e+02	4.177656e-23
9.140000e+02	4.178796e-23
9.142500e+02	4.179936e-23
9.145000e+02	4.181076e-23
9.147500e+02	4.182216e-23
9.150000e+02	4.183356e-23
9.152500e+02	4.184496e-23
9.155000e+02	4.185636e-23
9.157500e+02	4.186776e-23
9.160000e+02	4.187916e-23
9.162500e+02	4.189055e-23
9.165000e+02	4.190195e-23
9.167500e+02	4.191335e-23
9.170000e+02	4.192475e-23
9.172500e+02	4.193615e-23
9.175000e+02	4.194755e-23
9.177500e+02	4.195895e-23
9.180000e+02	4.197035e-23
9.182500e+02	4.198175e-23
9.185000e+02	4.199315e-23
9.187500e+02	4.200455e-23
9.190000e+02	4.201595e-23
9.192500e+02	4.202735e-23
9.195000e+02	4.203875e-23
9.197500e+02	4.205015e-23
9.200000e+02	4.206155e-23
9.202500e+02	4.207295e-23
9.205000e+02	4.208434e-23
9.207500e+02	4.209574e-23
9.210000e+02	4.210714e-23
9.212500e+02	4.211854e-23
9.215000e+02	4.212994e-23
9.217500e+02	4.214134e-23
9.220000e+02	4.215274e-23
9.222500e+02	4.216414e-23
9.225000e+02	4.217554e-23
9.227500e+02	4.218694e-23
9.230000e+02	4.219834e-23
9.232500e+02	4.220974e-23
9.235000e+02	4.222114e-23
9.237500e+02	4.223254e-23
9.240000e+02	4.224394e-23
9.242500e+02	4.225534e-23
9.245000e+02	4.226674e-23
9.247500e+02	4.227814e-23
9.250000e+02	4.228954e-23
9.252500e+02	4.230094e-23
9.255000e+02	4.231234e-23
9.257500e+02	4.232374e-23
9.260000e+02	4.233514e-23
9.262500e+02	4.234654e-23
9.265000e+02	4.235794e-23
9.267500e+02	4.236934e-23
9.270000e+02	4.238074e-23
9.272500e+02	4.239214e-23
9.275000e+02	4.240353e-23
9.277500e+02	4.241493e-23
9.280000e+02	4.242633e-23
9.282500e+02	4.243773e-23
9.285000e+02	4.244913e-23
9.287500e+02	4.246053e-23
9.290000e+02	4.247193e-23
9.292500e+02	4.248333e-23
9.295000e+02	4.249473e-23
9.297500e+02	4.250613e-23
9.300000e+02	4.251753e-23
9.302500e+02	4.252893e-23
9.305000e+02	4.254033e-23
9.307500e+02	4.255173e-23
9.310000e+02	4.256313e-23
9.312500e+02	4.257453e-23
9.315000e+02	4.258593e-23
9.317500e+02	4.259733e-23
9.320000e+02	4.260873e-23
9.322500e+02	4.262013e-23
9.325000e+02	4.263153e-23
9.327500e+02	4.264293e-23
9.330000e+02	4.265433e-23
9.332500e+02	4.266573e-23
9.335000e+02	4.267713e-23
9.337500e+02	4.268853e-23
9.340000e+02	4.269993e-23
9.342500e+02	4.271133e-23
9.345000e+02	4.272273e-23
9.347500e+02	4.273413e-23
9.350000e+02	4.274553e-23
9.352500e+02	4.275693e-23
9.355000e+02	4.276833e-23
9.357500e+02	4.277973e-23
9.360000e+02	4.279113e-23
9.362500e+02	4.280253e-23
9.365000e+02	4.281393e-23
9.367500e+02	4.282533e-23
9.370000e+02	4.283673e-23
9.372500e+02	4.284813e-23
9.375000e+02	4.285953e-23
9.377500e+02	4.287093e-23
9.380000e+02	4.288233e-23
9.382500e+02	4.289373e-23
9.385000e+02	4.290513e-23
9.387500e+02	4.291653e-23
9.390000e+02	4.292793e-23
9.392500e+02	4.293934e-23
9.395000e+02	4.295074e-23
9.397500e+02	4.296214e-23
9.400000e+02	4.297354e-23
9.402500e+02	4.298494e-23
9.405000e+02	4.299634e-23
9.407500e+02	4.300774e-23
9.410000e+02	4.301914e-23
9.412500e+02	4.303054e-23
9.415000e+02	4.304194e-23
9.417500e+02	4.305334e-23
9.420000e+02	4.306474e-23
9.422500e+02	4.307614e-23
9.425000e+02	4.308754e-23
9.427500e+02	4.309894e-23
9.430000e+02	4.311034e-23
9.432500e+02	4.312174e-23
9.435000e+02	4.313314e-23
9.437500e+02	4.314454e-23
9.440000e+02	4.315594e-23
9.442500e+02	4.316734e-23
9.445000e+02	4.317874e-23
9.447500e+02	4.319014e-23
9.450000e+02	4.320154e-23
9.452500e+02	4.321294e-23
9.455000e+02	4.322434e-23
9.457500e+02	4.323574e-23
9.460000e+02	4.324714e-23
9.462500e+02	4.325855e-23
9.465000e+02	4.326995e-23
9.467500e+02	4.328135e-23
9.470000e+02	4.329275e-23
9.472500e+02	4.330415e-23
9.475000e+02	4.331555e-23
9.477500e+02	4.332695e-23
9.480000e+02	4.333835e-23
9.482500e+02	4.334975e-23
9.485000e+02	4.336115e-23
9.487500e+02	4.337255e-23
9.490000e+02	4.338395e-23
9.492500e+02	4.339535e-23
9.495000e+02	4.340675e-23
9.497500e+02	4.341815e-23
9.500000e+02	4.342955e-23
9.502500e+02	4.344095e-23
9.505000e+02	4.345235e-23
9.507500e+02	4.346376e-23
