% Freq (Hz)	Omega_0(f)	2*sigma(f)
3.953125e+01	-1.036913e-07	1.385205e-06
3.956250e+01	-4.417742e-07	1.281755e-06
3.959375e+01	-1.755482e-07	1.292161e-06
3.962500e+01	-7.636992e-07	1.302987e-06
3.965625e+01	4.610334e-07	1.309823e-06
3.968750e+01	-1.858112e-07	1.325621e-06
3.971875e+01	2.188861e-07	1.329125e-06
3.975000e+01	-8.704794e-07	1.340782e-06
3.978125e+01	-4.020312e-07	1.327587e-06
3.981250e+01	2.373347e-07	1.317865e-06
3.984375e+01	2.684420e-07	1.316524e-06
3.987500e+01	4.124290e-07	1.316106e-06
3.990625e+01	7.124487e-07	1.353134e-06
3.993750e+01	6.716370e-07	1.382228e-06
3.996875e+01	-6.824948e-07	1.360698e-06
4.000000e+01	1.341032e-06	1.361922e-06
4.003125e+01	1.228256e-06	1.346198e-06
4.006250e+01	2.030356e-08	1.340893e-06
4.009375e+01	7.699359e-07	1.376639e-06
4.012500e+01	-1.137421e-06	1.362139e-06
4.015625e+01	-2.544309e-08	1.369634e-06
4.018750e+01	-5.093844e-08	1.378980e-06
4.021875e+01	-4.525493e-07	1.386275e-06
4.025000e+01	2.893830e-07	1.446154e-06
4.028125e+01	1.781952e-07	1.405241e-06
4.031250e+01	6.327911e-07	1.389436e-06
4.034375e+01	-3.962514e-07	1.376739e-06
4.037500e+01	-1.433759e-06	1.414368e-06
4.040625e+01	1.934550e-07	1.407063e-06
4.043750e+01	6.127836e-07	1.421583e-06
4.046875e+01	-6.904106e-07	1.560762e-06
4.053125e+01	3.600816e-08	1.512884e-06
4.056250e+01	-3.565949e-07	1.453795e-06
4.059375e+01	-1.288344e-06	1.474761e-06
4.062500e+01	-3.287419e-07	1.478873e-06
4.065625e+01	-1.302587e-06	1.515557e-06
4.068750e+01	-1.533499e-06	1.582917e-06
4.071875e+01	-4.886018e-07	1.667979e-06
4.075000e+01	-1.604598e-07	1.789636e-06
4.078125e+01	-1.538327e-06	1.931741e-06
4.081250e+01	-5.082172e-07	2.119212e-06
4.084375e+01	-2.910184e-06	2.779655e-06
4.087500e+01	-2.541579e-06	4.917172e-06
4.090625e+01	-5.545908e-07	2.407260e-05
4.093750e+01	-1.603231e-05	4.019355e-05
4.096875e+01	-1.085242e-05	2.109773e-05
4.100000e+01	-6.406987e-06	1.619342e-05
4.103125e+01	2.689421e-07	1.311821e-05
4.106250e+01	-1.594364e-06	2.930031e-06
4.109375e+01	-1.320097e-07	1.771566e-06
4.112500e+01	6.611850e-07	1.648607e-06
4.115625e+01	3.242453e-07	1.576933e-06
4.118750e+01	2.637479e-07	1.512434e-06
4.121875e+01	-6.259576e-07	1.502384e-06
4.125000e+01	4.161036e-07	1.557633e-06
4.128125e+01	5.338252e-07	1.499431e-06
4.131250e+01	1.210380e-06	1.456952e-06
4.134375e+01	1.327290e-06	1.445387e-06
4.137500e+01	3.600527e-07	1.437629e-06
4.140625e+01	1.669023e-07	1.430523e-06
4.143750e+01	1.310055e-07	1.485758e-06
4.146875e+01	1.064298e-06	1.672891e-06
4.153125e+01	9.550331e-07	1.493615e-06
4.156250e+01	1.125428e-06	1.378922e-06
4.159375e+01	9.263068e-07	1.371879e-06
4.162500e+01	-4.512872e-07	1.369955e-06
4.165625e+01	4.358251e-07	1.387368e-06
4.168750e+01	3.446459e-08	1.385586e-06
4.171875e+01	-1.880240e-07	1.381965e-06
4.175000e+01	-4.630694e-07	1.392696e-06
4.178125e+01	-2.781121e-07	1.377547e-06
4.181250e+01	2.971684e-07	1.373182e-06
4.184375e+01	2.756863e-07	1.389194e-06
4.187500e+01	1.102551e-06	1.494703e-06
4.190625e+01	5.211120e-09	1.484164e-06
4.193750e+01	6.569233e-07	1.464445e-06
4.196875e+01	-9.422331e-08	1.419022e-06
4.200000e+01	3.409778e-07	1.401830e-06
4.203125e+01	2.286150e-07	1.383976e-06
4.206250e+01	-1.130477e-06	1.381840e-06
4.209375e+01	-1.142805e-06	1.380034e-06
4.212500e+01	-2.457459e-07	1.388763e-06
4.215625e+01	8.837012e-07	1.397764e-06
4.218750e+01	1.158144e-06	1.394890e-06
4.221875e+01	2.517394e-07	1.417203e-06
4.225000e+01	-5.361696e-07	1.475507e-06
4.228125e+01	-4.379053e-08	1.419505e-06
4.231250e+01	-2.767753e-07	1.386972e-06
4.234375e+01	3.412026e-07	1.403618e-06
4.237500e+01	6.939467e-07	1.414691e-06
4.240625e+01	-5.875739e-07	1.449253e-06
4.243750e+01	-4.454333e-07	1.506278e-06
4.246875e+01	1.622697e-07	1.590579e-06
4.253125e+01	2.048955e-08	1.519889e-06
4.256250e+01	3.611476e-07	1.430142e-06
4.259375e+01	-5.548365e-07	1.439045e-06
4.262500e+01	4.143276e-07	1.453071e-06
4.265625e+01	-7.015418e-07	1.485052e-06
4.268750e+01	3.797904e-08	1.509036e-06
4.271875e+01	1.211676e-07	1.508637e-06
4.275000e+01	5.431807e-08	1.509139e-06
4.278125e+01	5.907330e-07	1.534895e-06
4.281250e+01	3.071984e-07	1.632741e-06
4.284375e+01	-1.251892e-07	1.669955e-06
4.287500e+01	-4.930608e-07	1.621994e-06
4.290625e+01	1.508087e-07	1.569634e-06
4.293750e+01	-1.019573e-07	1.542677e-06
4.296875e+01	5.838016e-07	1.518017e-06
4.300000e+01	1.155814e-06	1.534821e-06
4.303125e+01	3.640070e-07	1.516716e-06
4.306250e+01	-6.640032e-07	1.510636e-06
4.309375e+01	6.671076e-07	1.512992e-06
4.312500e+01	-3.119814e-07	1.518401e-06
4.315625e+01	-1.158670e-06	1.521405e-06
4.318750e+01	3.375047e-07	1.526614e-06
4.321875e+01	2.054015e-08	1.560777e-06
4.325000e+01	1.059767e-06	1.624069e-06
4.328125e+01	3.334902e-07	1.574942e-06
4.331250e+01	5.446735e-07	1.572115e-06
4.334375e+01	4.224099e-07	1.601047e-06
4.337500e+01	8.260845e-07	1.615183e-06
4.340625e+01	3.375026e-07	1.653748e-06
4.343750e+01	-4.529136e-07	1.681823e-06
4.346875e+01	-1.724069e-08	1.728661e-06
4.353125e+01	8.281753e-07	1.697434e-06
4.356250e+01	-9.645495e-08	1.632206e-06
4.359375e+01	1.238546e-07	1.620772e-06
4.362500e+01	8.943430e-07	1.628735e-06
4.365625e+01	-1.259005e-07	1.648704e-06
4.368750e+01	-1.591369e-06	1.682803e-06
4.371875e+01	-4.964507e-07	1.683986e-06
4.375000e+01	-2.545524e-07	1.673534e-06
4.378125e+01	5.560963e-07	1.657006e-06
4.381250e+01	1.302638e-06	1.648615e-06
4.384375e+01	6.025471e-07	1.642529e-06
4.387500e+01	-2.850302e-08	1.640842e-06
4.390625e+01	1.171405e-06	1.647144e-06
4.393750e+01	5.339175e-07	1.642028e-06
4.396875e+01	1.262014e-07	1.644638e-06
4.400000e+01	1.081273e-06	1.673370e-06
4.403125e+01	8.840765e-07	1.649687e-06
4.406250e+01	1.218545e-06	1.638126e-06
4.409375e+01	4.866162e-07	1.637550e-06
4.412500e+01	-7.939938e-07	1.639100e-06
4.415625e+01	1.243625e-06	1.639013e-06
4.418750e+01	4.815895e-09	1.634853e-06
4.421875e+01	-8.527291e-07	1.663344e-06
4.425000e+01	1.742451e-06	1.720325e-06
4.428125e+01	-6.971016e-07	1.662500e-06
4.431250e+01	4.394297e-07	1.655136e-06
4.434375e+01	3.480291e-07	1.680233e-06
4.437500e+01	-9.656189e-07	1.724031e-06
4.440625e+01	9.012440e-08	1.776880e-06
4.443750e+01	-3.779521e-07	1.770535e-06
4.446875e+01	1.066378e-07	1.822533e-06
4.453125e+01	1.024951e-06	2.676187e-06
4.456250e+01	5.812606e-07	2.415194e-06
4.459375e+01	-7.795041e-07	1.817365e-06
4.462500e+01	2.812063e-07	1.789194e-06
4.465625e+01	6.070904e-07	1.827569e-06
4.468750e+01	2.717933e-06	2.113586e-06
4.471875e+01	4.555822e-08	2.219915e-06
4.475000e+01	-2.839750e-07	2.079752e-06
4.478125e+01	-3.797371e-07	2.152971e-06
4.481250e+01	-1.360075e-06	2.178707e-06
4.484375e+01	-2.092129e-06	2.160890e-06
4.487500e+01	-9.364752e-07	2.158492e-06
4.490625e+01	5.648489e-08	2.140794e-06
4.493750e+01	8.238965e-07	2.110078e-06
4.496875e+01	8.584709e-07	2.085074e-06
4.500000e+01	1.068349e-07	2.078787e-06
4.503125e+01	-6.224585e-07	2.006711e-06
4.506250e+01	-4.490862e-07	1.937361e-06
4.509375e+01	-9.583804e-08	1.888548e-06
4.512500e+01	1.090324e-06	1.816300e-06
4.515625e+01	6.530733e-07	1.760736e-06
4.518750e+01	-2.657443e-06	1.721609e-06
4.521875e+01	-3.071130e-08	1.757405e-06
4.525000e+01	2.048070e-07	1.859631e-06
4.528125e+01	1.010064e-07	1.732757e-06
4.531250e+01	-7.744923e-07	1.688884e-06
4.534375e+01	-1.461796e-06	1.780021e-06
4.537500e+01	-2.320245e-06	1.833357e-06
4.540625e+01	1.106257e-06	1.887694e-06
4.543750e+01	1.027132e-06	1.776879e-06
4.546875e+01	9.214616e-07	1.782542e-06
4.553125e+01	-1.824400e-06	1.723700e-06
4.556250e+01	1.017358e-06	1.630889e-06
4.559375e+01	-8.728889e-07	1.633147e-06
4.562500e+01	-1.743181e-07	1.674919e-06
4.565625e+01	-1.341715e-06	1.648467e-06
4.568750e+01	1.020813e-06	1.621100e-06
4.571875e+01	-2.071645e-07	1.622930e-06
4.575000e+01	7.361617e-07	1.631027e-06
4.578125e+01	4.578630e-07	1.616501e-06
4.581250e+01	-5.787828e-08	1.621378e-06
4.584375e+01	1.526731e-06	1.625737e-06
4.587500e+01	1.041551e-06	1.625282e-06
4.590625e+01	-1.919040e-07	1.633974e-06
4.593750e+01	9.373879e-07	1.643966e-06
4.596875e+01	-1.039625e-07	1.665630e-06
4.600000e+01	-4.895881e-08	1.698278e-06
4.603125e+01	2.740812e-08	1.808747e-06
4.606250e+01	-1.078046e-06	4.807510e-06
4.609375e+01	7.153418e-07	7.014994e-06
4.612500e+01	-2.339287e-07	3.389807e-06
4.615625e+01	1.109560e-06	1.731618e-06
4.618750e+01	6.173501e-07	1.668209e-06
4.621875e+01	-1.006319e-06	1.684732e-06
4.625000e+01	2.089866e-07	1.723607e-06
4.628125e+01	1.110078e-06	1.664122e-06
4.631250e+01	-5.119993e-07	1.643066e-06
4.634375e+01	4.395017e-08	1.657989e-06
4.637500e+01	2.173216e-07	1.727120e-06
4.640625e+01	2.110689e-07	1.735499e-06
4.643750e+01	-1.179262e-06	1.675938e-06
4.646875e+01	-6.923552e-07	1.728304e-06
4.653125e+01	-8.322108e-07	1.729881e-06
4.656250e+01	6.039669e-07	1.643803e-06
4.659375e+01	-7.525073e-07	1.659904e-06
4.662500e+01	-1.482565e-07	1.675813e-06
4.665625e+01	6.384687e-07	1.684911e-06
4.668750e+01	6.906307e-07	1.744844e-06
4.671875e+01	4.507781e-09	1.834873e-06
4.675000e+01	-1.655110e-06	1.827268e-06
4.678125e+01	-2.790478e-07	1.753698e-06
4.681250e+01	7.494467e-07	1.681986e-06
4.684375e+01	-4.720675e-07	1.660407e-06
4.687500e+01	-1.778405e-07	1.656316e-06
4.690625e+01	6.436234e-08	1.664939e-06
4.693750e+01	-6.233108e-07	1.698183e-06
4.696875e+01	-1.023676e-06	1.692963e-06
4.700000e+01	-3.346728e-07	1.694531e-06
4.703125e+01	-8.502425e-07	1.687330e-06
4.706250e+01	5.890197e-07	1.689226e-06
4.709375e+01	3.018552e-07	1.697223e-06
4.712500e+01	-5.134125e-07	1.691946e-06
4.715625e+01	-1.042791e-06	1.687600e-06
4.718750e+01	7.100402e-08	1.689799e-06
4.721875e+01	2.530258e-07	1.711161e-06
4.725000e+01	1.219085e-07	1.753456e-06
4.728125e+01	3.346900e-07	1.717291e-06
4.731250e+01	-5.684776e-07	1.718006e-06
4.734375e+01	8.576431e-08	1.769822e-06
4.737500e+01	-1.256932e-06	1.837185e-06
4.740625e+01	-1.251015e-06	1.811386e-06
4.743750e+01	1.834315e-06	1.762271e-06
4.746875e+01	5.406223e-07	1.841384e-06
4.753125e+01	1.211226e-06	1.854838e-06
4.756250e+01	1.293067e-06	1.768357e-06
4.759375e+01	-4.577883e-07	1.773828e-06
4.762500e+01	-1.452830e-06	1.781412e-06
4.765625e+01	-5.303108e-07	1.833566e-06
4.771875e+01	-1.761503e-06	1.860715e-06
4.775000e+01	6.434534e-07	1.836497e-06
4.778125e+01	-1.042700e-06	1.835365e-06
4.781250e+01	-2.234552e-07	1.845121e-06
4.784375e+01	-6.524350e-07	1.859083e-06
4.787500e+01	-5.316024e-07	1.864867e-06
4.790625e+01	-1.718530e-07	1.870639e-06
4.793750e+01	1.722030e-07	1.888457e-06
4.796875e+01	-5.971509e-07	1.972661e-06
4.803125e+01	-5.605863e-07	1.982070e-06
4.806250e+01	-8.582525e-07	1.915906e-06
4.809375e+01	4.849676e-07	1.930998e-06
4.812500e+01	2.064912e-06	1.950979e-06
4.815625e+01	-1.359322e-07	1.954317e-06
4.818750e+01	6.850889e-07	1.963214e-06
4.821875e+01	4.056214e-07	1.994092e-06
4.825000e+01	-1.540235e-06	2.065280e-06
4.828125e+01	-2.350148e-06	3.023462e-06
4.831250e+01	8.802105e-07	3.269340e-06
4.834375e+01	-5.396662e-07	2.172749e-06
4.837500e+01	-8.855744e-08	2.094935e-06
4.840625e+01	4.243313e-08	2.070783e-06
4.843750e+01	-4.827257e-07	2.048036e-06
4.846875e+01	1.751273e-07	2.143828e-06
4.853125e+01	1.236558e-07	2.177754e-06
4.856250e+01	2.062000e-08	2.094178e-06
4.859375e+01	-1.195835e-06	2.096431e-06
4.862500e+01	-5.841605e-07	2.121893e-06
4.865625e+01	8.422274e-07	2.204953e-06
4.868750e+01	3.195684e-06	2.247590e-06
4.871875e+01	1.475248e-06	2.224331e-06
4.875000e+01	2.725672e-06	2.179239e-06
4.878125e+01	1.356879e-06	2.157126e-06
4.881250e+01	3.711127e-07	2.140821e-06
4.884375e+01	2.106942e-06	2.124464e-06
4.887500e+01	1.440477e-06	2.117647e-06
4.890625e+01	5.380559e-07	2.121674e-06
4.893750e+01	-9.801578e-07	2.120675e-06
4.896875e+01	-1.549603e-06	2.137982e-06
4.900000e+01	-1.342673e-06	2.155379e-06
4.903125e+01	1.990903e-06	2.133950e-06
4.906250e+01	-6.010518e-07	2.128060e-06
4.909375e+01	1.226331e-06	2.124703e-06
4.912500e+01	9.629670e-07	2.123108e-06
4.915625e+01	4.958028e-07	2.123983e-06
4.918750e+01	-4.861610e-07	2.140272e-06
4.921875e+01	1.171149e-06	2.157249e-06
4.925000e+01	-7.344324e-07	2.188979e-06
4.928125e+01	-6.073418e-08	2.176645e-06
4.931250e+01	-9.118318e-07	2.188500e-06
4.934375e+01	3.704256e-07	2.246085e-06
4.937500e+01	3.023357e-07	2.241701e-06
4.940625e+01	-1.955068e-08	2.202516e-06
4.943750e+01	3.048476e-07	2.193666e-06
4.946875e+01	1.015183e-06	2.287809e-06
4.953125e+01	1.037402e-06	2.294552e-06
4.956250e+01	-1.581468e-06	2.241470e-06
4.959375e+01	1.399473e-06	2.258378e-06
4.962500e+01	-5.496761e-07	2.278548e-06
4.965625e+01	-3.054115e-07	2.272114e-06
4.968750e+01	-8.081766e-07	2.266014e-06
4.971875e+01	3.571756e-07	2.257300e-06
4.975000e+01	1.027898e-06	2.287193e-06
4.978125e+01	3.306455e-07	2.376307e-06
4.981250e+01	4.992183e-07	2.413948e-06
4.984375e+01	-2.446285e-06	2.529656e-06
4.987500e+01	-1.946751e-06	2.480953e-06
4.990625e+01	-9.855590e-07	2.321990e-06
4.993750e+01	2.288466e-08	2.292530e-06
4.996875e+01	-7.510246e-07	2.286999e-06
5.000000e+01	9.187800e-07	2.302055e-06
5.003125e+01	9.853378e-07	2.280209e-06
5.006250e+01	1.076165e-06	2.299154e-06
5.009375e+01	-1.557278e-06	2.338905e-06
5.012500e+01	-5.323485e-07	2.503686e-06
5.015625e+01	5.572514e-07	2.560430e-06
5.018750e+01	-3.462444e-07	2.453131e-06
5.021875e+01	7.054750e-07	2.394260e-06
5.025000e+01	3.635540e-07	2.386080e-06
5.028125e+01	3.166380e-06	2.365433e-06
5.031250e+01	6.929781e-07	2.427825e-06
5.034375e+01	1.735665e-06	2.487402e-06
5.037500e+01	-8.460239e-07	2.454284e-06
5.040625e+01	-2.063962e-07	2.379120e-06
5.043750e+01	-2.761460e-07	2.360564e-06
5.046875e+01	1.153858e-07	2.486874e-06
5.053125e+01	-1.713538e-06	2.529478e-06
5.056250e+01	4.129602e-07	2.461284e-06
5.059375e+01	-1.479771e-07	2.560619e-06
5.062500e+01	-1.318427e-06	2.647302e-06
5.065625e+01	-9.938564e-07	2.608713e-06
5.068750e+01	-4.195210e-07	2.516290e-06
5.071875e+01	-8.328181e-07	2.484072e-06
5.075000e+01	1.314891e-06	2.475352e-06
5.078125e+01	8.540826e-07	2.468480e-06
5.081250e+01	-1.749212e-07	2.476812e-06
5.084375e+01	-1.601832e-06	2.486514e-06
5.087500e+01	3.031473e-07	2.500616e-06
5.090625e+01	-1.029526e-06	2.508742e-06
5.093750e+01	1.225430e-06	2.523370e-06
5.096875e+01	4.670336e-07	2.543921e-06
5.100000e+01	-1.592356e-06	2.591492e-06
5.103125e+01	6.448768e-07	2.581360e-06
5.106250e+01	1.607369e-06	2.571444e-06
5.109375e+01	-9.091851e-07	2.580347e-06
5.112500e+01	-7.068933e-07	2.588862e-06
5.115625e+01	-1.967894e-08	2.648274e-06
5.118750e+01	2.129197e-06	3.247759e-06
5.121875e+01	-1.230925e-06	3.141293e-06
5.125000e+01	1.519500e-06	2.699390e-06
5.128125e+01	8.886573e-07	2.694475e-06
5.131250e+01	9.869976e-07	2.755863e-06
5.134375e+01	7.367701e-08	2.757684e-06
5.137500e+01	-3.276692e-06	2.720982e-06
5.140625e+01	-5.106943e-07	2.688283e-06
5.143750e+01	-3.224163e-06	2.697712e-06
5.146875e+01	-1.261084e-06	2.819706e-06
5.153125e+01	3.162105e-06	2.846184e-06
5.156250e+01	1.927734e-06	2.741617e-06
5.159375e+01	-7.565678e-07	2.759086e-06
5.162500e+01	3.130199e-07	2.789705e-06
5.165625e+01	9.456661e-07	2.816938e-06
5.168750e+01	1.876700e-06	2.821881e-06
5.171875e+01	-4.611462e-07	2.809670e-06
5.175000e+01	1.487000e-07	2.821679e-06
5.178125e+01	8.980199e-07	2.828013e-06
5.181250e+01	-3.940459e-07	2.826229e-06
5.184375e+01	2.535752e-06	2.857131e-06
5.187500e+01	-9.598854e-07	2.862201e-06
5.190625e+01	2.501060e-07	2.855608e-06
5.193750e+01	1.437772e-06	2.868959e-06
5.196875e+01	-1.054732e-06	2.877850e-06
5.200000e+01	2.685638e-07	2.890433e-06
5.203125e+01	-1.563536e-06	2.889909e-06
5.206250e+01	7.969126e-07	2.901426e-06
5.209375e+01	5.488530e-07	2.911485e-06
5.212500e+01	-9.259365e-07	2.929812e-06
5.215625e+01	2.166601e-07	2.927990e-06
5.218750e+01	-3.763514e-07	2.935289e-06
5.221875e+01	-1.010894e-06	2.965368e-06
5.225000e+01	-5.869831e-07	3.001475e-06
5.228125e+01	6.668404e-07	3.035893e-06
5.231250e+01	2.676787e-06	3.097531e-06
5.234375e+01	2.263001e-06	3.125634e-06
5.237500e+01	8.870897e-07	3.084736e-06
5.240625e+01	-6.175744e-08	3.050845e-06
5.243750e+01	1.077643e-07	3.068763e-06
5.246875e+01	3.437096e-07	3.193954e-06
5.253125e+01	-4.279075e-07	3.288883e-06
5.256250e+01	-1.887101e-06	3.289194e-06
5.259375e+01	-1.100750e-07	3.325030e-06
5.262500e+01	-8.627227e-07	3.257118e-06
5.265625e+01	1.963993e-06	3.213320e-06
5.268750e+01	-1.078811e-06	3.235575e-06
5.271875e+01	2.597284e-06	3.226318e-06
5.275000e+01	1.824747e-06	3.202412e-06
5.278125e+01	-8.264362e-07	3.205135e-06
5.284375e+01	1.815991e-06	3.225630e-06
5.287500e+01	-1.674971e-06	3.243812e-06
5.290625e+01	-7.800683e-08	3.265851e-06
5.293750e+01	2.959530e-06	3.280799e-06
5.296875e+01	-3.919435e-07	3.301257e-06
5.300000e+01	-8.549928e-07	3.310978e-06
5.303125e+01	-1.717418e-06	3.314905e-06
5.306250e+01	1.230333e-06	3.319018e-06
5.309375e+01	3.048320e-07	3.314203e-06
5.312500e+01	-1.718931e-06	3.327736e-06
5.315625e+01	-5.542080e-07	3.333156e-06
5.318750e+01	3.784930e-07	3.355667e-06
5.321875e+01	3.333987e-06	3.383568e-06
5.325000e+01	-7.853387e-07	3.428763e-06
5.328125e+01	1.824863e-06	3.491545e-06
5.331250e+01	1.016438e-06	3.535982e-06
5.334375e+01	-2.239118e-06	3.521795e-06
5.337500e+01	-3.496278e-07	3.568032e-06
5.340625e+01	-6.181270e-07	3.626710e-06
5.343750e+01	1.552544e-07	3.592990e-06
5.346875e+01	2.980558e-06	3.640003e-06
5.353125e+01	-1.044021e-07	3.662860e-06
5.356250e+01	-1.506205e-06	3.571522e-06
5.359375e+01	8.696189e-07	3.606156e-06
5.362500e+01	3.642234e-08	3.643649e-06
5.365625e+01	1.260315e-07	3.747260e-06
5.368750e+01	-5.776781e-07	3.853320e-06
5.371875e+01	-2.162168e-06	3.890689e-06
5.375000e+01	-2.160751e-06	3.923714e-06
5.378125e+01	2.995331e-06	3.938556e-06
5.381250e+01	9.136393e-07	3.814167e-06
5.384375e+01	-7.629851e-07	3.788086e-06
5.387500e+01	3.787010e-07	3.815812e-06
5.390625e+01	1.113082e-06	3.878962e-06
5.393750e+01	-2.341779e-06	3.925835e-06
5.396875e+01	1.008475e-06	3.893631e-06
5.400000e+01	9.775415e-07	3.930810e-06
5.403125e+01	-1.642152e-06	3.962748e-06
5.406250e+01	-6.077423e-07	3.996116e-06
5.409375e+01	-8.605803e-07	4.082163e-06
5.412500e+01	-1.394581e-07	4.084115e-06
5.415625e+01	-1.785231e-06	4.094709e-06
5.418750e+01	1.528845e-06	4.115882e-06
5.421875e+01	-8.867969e-07	4.161427e-06
5.425000e+01	3.570490e-06	4.241201e-06
5.428125e+01	3.426541e-06	4.341995e-06
5.431250e+01	-3.290732e-06	4.368108e-06
5.434375e+01	2.443809e-06	4.355230e-06
5.437500e+01	-3.106078e-06	4.348983e-06
5.440625e+01	5.581619e-07	4.373280e-06
5.443750e+01	1.224594e-07	4.406229e-06
5.446875e+01	-1.841973e-06	4.601577e-06
5.453125e+01	-2.345952e-06	4.882105e-06
5.456250e+01	-1.626910e-06	4.721093e-06
5.459375e+01	-7.870013e-08	4.680572e-06
5.462500e+01	-1.385380e-06	4.696002e-06
5.465625e+01	-1.878725e-06	4.710113e-06
5.468750e+01	-1.184607e-06	4.735365e-06
5.471875e+01	-2.690142e-06	4.854755e-06
5.475000e+01	-1.130583e-06	5.016005e-06
5.478125e+01	-3.502665e-07	5.103805e-06
5.481250e+01	-1.029506e-06	4.950423e-06
5.484375e+01	5.594785e-07	4.881018e-06
5.487500e+01	2.079648e-06	4.890718e-06
5.490625e+01	2.529624e-07	4.895554e-06
5.493750e+01	1.934905e-07	4.888041e-06
5.496875e+01	2.674277e-06	4.900452e-06
5.500000e+01	2.380970e-08	4.909579e-06
5.503125e+01	2.570528e-06	4.932815e-06
5.506250e+01	1.314990e-06	4.978489e-06
5.509375e+01	1.285593e-06	5.031939e-06
5.512500e+01	7.090062e-08	5.086563e-06
5.515625e+01	2.537881e-06	5.135807e-06
5.518750e+01	-1.807539e-06	5.153193e-06
5.521875e+01	-7.708950e-08	5.178413e-06
5.525000e+01	-1.998143e-06	5.233818e-06
5.528125e+01	-2.057308e-06	5.298064e-06
5.531250e+01	-5.425842e-07	5.267249e-06
5.534375e+01	-3.514295e-07	5.236002e-06
5.537500e+01	-5.674761e-07	5.226913e-06
5.540625e+01	5.368509e-06	5.243083e-06
5.543750e+01	2.044722e-06	5.241448e-06
5.546875e+01	-3.734646e-06	5.396007e-06
5.553125e+01	-5.639156e-06	5.450800e-06
5.556250e+01	-1.824091e-06	5.354638e-06
5.559375e+01	1.004164e-06	5.422188e-06
5.562500e+01	8.776835e-08	5.446971e-06
5.565625e+01	2.555637e-07	5.452567e-06
5.568750e+01	-3.319152e-07	5.482941e-06
5.571875e+01	2.712760e-06	5.530968e-06
5.575000e+01	-9.067781e-07	5.570451e-06
5.578125e+01	1.630964e-07	5.647044e-06
5.581250e+01	-1.909711e-06	5.867503e-06
5.584375e+01	2.359952e-06	5.889022e-06
5.587500e+01	-5.357311e-07	5.688937e-06
5.590625e+01	1.169414e-06	5.644234e-06
5.593750e+01	1.858385e-06	5.668734e-06
5.596875e+01	3.345108e-06	5.713548e-06
5.600000e+01	-4.705757e-06	5.846339e-06
5.603125e+01	1.294527e-06	5.765557e-06
5.606250e+01	-4.641651e-06	5.762473e-06
5.609375e+01	-4.960010e-06	5.783002e-06
5.612500e+01	-1.218664e-06	5.812158e-06
5.615625e+01	1.551081e-06	5.843777e-06
5.618750e+01	1.833369e-07	5.875032e-06
5.621875e+01	2.162439e-06	5.920882e-06
5.625000e+01	-4.392978e-06	5.972336e-06
5.628125e+01	-2.598619e-06	6.001437e-06
5.631250e+01	-2.274859e-06	6.017661e-06
5.634375e+01	-3.070490e-07	6.016053e-06
5.637500e+01	-3.914081e-07	6.068684e-06
5.640625e+01	-4.869237e-06	6.135004e-06
5.643750e+01	-3.108985e-06	6.246057e-06
5.646875e+01	-1.635088e-06	6.595084e-06
5.653125e+01	-2.280405e-06	6.650766e-06
5.656250e+01	-1.433508e-06	6.403046e-06
5.659375e+01	-3.515493e-06	6.340070e-06
5.662500e+01	-3.633259e-06	6.333021e-06
5.665625e+01	-1.228337e-06	6.323700e-06
5.668750e+01	8.559471e-07	6.346823e-06
5.671875e+01	5.600004e-06	6.415714e-06
5.675000e+01	4.584151e-06	6.485092e-06
5.678125e+01	-1.210111e-07	6.540239e-06
5.681250e+01	1.338037e-06	8.724665e-06
5.684375e+01	1.111066e-05	1.043999e-05
5.687500e+01	-1.620465e-06	8.435767e-06
5.690625e+01	-1.640182e-06	7.003628e-06
5.693750e+01	4.468608e-07	6.749571e-06
5.696875e+01	5.453301e-06	6.781458e-06
5.700000e+01	-2.527055e-06	6.854086e-06
5.703125e+01	-4.476095e-06	6.887966e-06
5.706250e+01	9.393394e-07	6.970802e-06
5.709375e+01	1.012143e-06	7.034755e-06
5.712500e+01	7.493644e-07	7.112010e-06
5.715625e+01	-1.021132e-05	7.174683e-06
5.718750e+01	6.089233e-07	7.272787e-06
5.721875e+01	-2.742620e-06	7.429155e-06
5.725000e+01	-2.116912e-06	7.660346e-06
5.728125e+01	-4.608630e-06	7.775681e-06
5.731250e+01	5.194069e-06	7.797437e-06
5.734375e+01	6.971309e-06	7.823741e-06
5.737500e+01	2.979018e-06	7.895375e-06
5.740625e+01	-6.287599e-07	7.977309e-06
5.743750e+01	2.932877e-06	8.010844e-06
5.746875e+01	1.009716e-06	8.246729e-06
5.753125e+01	-8.059270e-07	8.295784e-06
5.756250e+01	1.591424e-06	8.312331e-06
5.759375e+01	6.177333e-08	8.513526e-06
5.762500e+01	-2.919557e-06	8.363525e-06
5.765625e+01	-1.048586e-05	8.387671e-06
5.768750e+01	-2.232628e-06	8.452326e-06
5.771875e+01	5.532866e-06	8.489373e-06
5.775000e+01	1.790661e-06	8.572147e-06
5.778125e+01	-4.556775e-06	8.702649e-06
5.781250e+01	-4.944890e-08	8.938459e-06
5.784375e+01	-3.838349e-06	9.114968e-06
5.787500e+01	-6.181716e-06	9.587701e-06
5.790625e+01	1.015557e-05	1.029190e-05
5.793750e+01	7.536034e-06	9.975715e-06
5.796875e+01	1.422353e-07	9.254097e-06
